NEName,,SiteCode,SiteName,Vendor,Suffix,SiteCategory,Powertype,Area,Office,SiteSeverity
10444,LTE,1106CA,U_V_1106CA_I-APT-DEPT1,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10465,LTE,1770CA,U_S_1770CA_I-POINT90,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10309,LTE,0784CA,U_Z_0784CA_ALLAM,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10312,LTE,3506CA,U_V_3506CA_NW-CA-RSD4,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10552,LTE,3464CA,U_G_3464CA_SHOROK-RSD-3,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10556,LTE,3413CA,U_G_3413CA_SHOROK-NAKHIL,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10616,LTE,0806CA,U_G_0806CA_ANDALUS-SHEROK,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10768,LTE,3459CA,U_G_3459CA_SHOROK-STH-1,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10643,LTE,3083CA,U_G_3083CA_SHOROUK-HEL,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10371,LTE,0920CA,U_S_0920CA_NOURI-KHATTAB,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10617,LTE,3583CA,U_G_3583CA_SHOROK-RSD-8,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10803,LTE,0274CA,U_S_0274CA_SHRK-DST6,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10367,LTE,0713CA,U_S_0713CA_ABUL-ELA,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10805,LTE,3233CA,U_S_3233CA_SHOROUK-WST,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10646,LTE,0275CA,U_S_0275CA_SHRK-NTH,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10545,LTE,3454CA,U_G_3454CA_SHOROK-RSD-1,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10644,LTE,3502CA,U_G_3502CA_SHOROK-RSD-6,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10547,LTE,0680CA,U_S_0680CA_SHOROUK-SHABAB,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10645,LTE,3674CA,U_S_3674CA_SHOROK-RSD1-2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10804,LTE,0273CA,U_S_0273CA_SHRK-DST2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10538,LTE,0170CA,U_S_0170CA_TALAE,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10555,LTE,3234CA,U_S_3234CA_SHOROUK-CNT,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10548,LTE,3551CA,U_G_3551CA_MADINATY-2,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10541,LTE,3541CA,U_G_3541CA_MADINATY-1,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10549,LTE,3553CA,U_G_3553CA_MADINATY-4,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10778,LTE,3625CA,U_G_3625CA_MADINATY-8,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10772,LTE,3552CA,U_G_3552CA_MADINATY-3,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10542,LTE,3624CA,U_G_3624CA_MADINATY-7,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10536,LTE,3622CA,U_G_3622CA_MADINATY-5,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10550,LTE,3650CA,U_G_3650CA_MADINATY-9,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10551,LTE,3820CA,U_S_3820CA_MADNTY-ARBSC,Huawei,S,Normal,(1)G,Cairo East,Nasr City,Silver
10540,LTE,3896CA,U_S_3896CA_MADINATY-12,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10537,LTE,3623CA,U_S_3623CA_MADINATY-6,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10512,LTE,0730CA,U_S_0730CA_MATHAF-MATRYA,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10647,LTE,0272CA,U_S_0272CA_SHRK-DST1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10539,LTE,3818CA,U_S_3818CA_MADINATY-10,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10609,LTE,0079CA,U_F_0079CA_TOGAREEN,Huawei,F,VIP & NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10419,LTE,0044CA,U_N_0044CA_MATAR,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10525,LTE,3637CA,U_G_3637CA_NC-EMAAR,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10608,LTE,0633CA,U_S_0633CA_NEW-NOZHA,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10562,LTE,3819CA,U_S_3819CA_MADINATY-11,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10546,LTE,3458CA,U_S_3458CA_SHOROK-RSD-2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10557,LTE,0682CA,U_S_0682CA_SHOROK-ACADEMY,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10648,LTE,3582CA,U_S_3582CA_SHOROK-RSD-7,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10543,LTE,0276CA,U_W_0276CA_SHRK-STH,Huawei,W,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10955,LTE,1588CA,U_O_1588CA_I-SKY-MALL,Huawei,O,OFFAIR,Main Power,Cairo East,Nasr City,Bronze
10603,LTE,4420CA,U_G_4420CA_NW-CA-NARGES8,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10681,LTE,3962CA,U_S_3962CA_NC-CA-FSTVAL4,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10880,LTE,4381CA,U_S_4381CA_AZIZ-MASRI -2,Huawei,S,Normal,Main Power,Cairo East,Gisr EL Suez,Bronze
10702,LTE,0213CA,U_G_0213CA_ISMAIL-FAKHRI,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10641,LTE,0214CA,U_Z_0214CA_EDARET-MOUROUR,Huawei,Z,VIP,Main Power,Cairo East,Gisr El Suez,Silver
10923,LTE,0761CA,U_S_0761CA_MARG-BARKA,Huawei,S,Normal,Main Power,Cairo East,Gisr EL Suez,Bronze
10922,LTE,4267CA,U_S_4267CA_INT-CA-APT-2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10924,LTE,4081CA,U_S_4081CA_ARSAD-2,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
10624,LTE,0113CA,U_O_0113CA_INT-CA-APT,Huawei,O,OFFAIR,Main Power,Cairo East,Nasr City,Silver
10277,LTE,0113CA,U_V_0113CA_INT-CA-APT,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10937,LTE,4023CA,U_S_4023CA_NASR-DST10-NTH,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10987,LTE,2712CA,U_S_2712CA_M-WADI-ELNEL,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10879,LTE,4391CA,U_S_4391CA_GIOSHY-CHURCH,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Bronze
11039,LTE,3080DE,U_O_3080DE_OBOUR-IND-C,Huawei,O,OFFAIR,Main Power,Cairo East,Gisr El Suez,Silver
10990,LTE,3563CA,U_S_3563CA_INT-MDCAL-CTR,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
11052,LTE,3718CA,U_G_3718CA_BNFSEG-BLDS-3,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
11055,LTE,4251CA,U_S_4251CA_NC-PLC-ACDMY2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10706,LTE,0304CA,U_S_0304CA_SERGANI,Huawei,S,Normal,Main Power,Cairo East,Shoubra,Silver
11090,LTE,2374CA,U_Y_2374CA_M-FAIRMONT,Huawei,Y,Normal,Main Power,Cairo East,Nasr City,Bronze
11098,LTE,1563CA,U_Y_1563CA_I-MERGHANY-SHP,Huawei,Y,Normal,Main Power,Cairo East,Nasr City,Bronze
10642,LTE,3667CA,U_Z_3667CA_FERDOS-PH15,Huawei,Z,VIP,Main Power,Cairo East,Shoubra,Silver
10787,LTE,3906CA,U_S_3906CA_NC-ABU-HOL-NTH,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
11139,LTE,4382CA,U_S_4382CA_NEW-CA-EMAAR-2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
11071,LTE,4379CA,L_S_4379CA_TAMR-HENNA2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
11136,LTE,0194CA,U_N_0194CA_AHMED-SAID,Huawei,N,NODAL,Main Power,Cairo East,Shoubra,Bronze
10553,LTE,0864CA,U_S_0864CA_AHMED-ORABI1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10739,LTE,0866CA,U_G_0866CA_AHMED-ORABI3,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10767,LTE,3408DE,U_G_3408DE_OBOUR-DST2-STH,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10773,LTE,3562CA,U_G_3562CA_ORABI-CLUB,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10554,LTE,3564CA,U_G_3564CA_OBOUR-DST3-2,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
11175,LTE,0763CA,U_S_0763CA_ART-2000,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10633,LTE,0865CA,U_G_0865CA_AHMED-ORABI2,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10558,LTE,0824CA,U_Z_0824CA_HYKSTEB,Huawei,Z,VIP,Main Power,Cairo East,Gisr El Suez,Silver
10686,LTE,0008CA,U_G_0008CA_AQUAPARK,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10280,LTE,0788CA,U_S_0788CA_CARGO-AREA,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10894,LTE,1204CA,U_S_1204CA_I-NOVOTEL-APT,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10630,LTE,0406CA,U_S_0406CA_TAYARAH,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10281,LTE,0401CA,U_Z_0401CA_SAFAR,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10184,LTE,0004CA,U_A_0004CA_APT-T1,Huawei,A,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10907,LTE,0055CA,U_N_0055CA_NOZHA,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
11092,LTE,0218CA,U_N_0218CA_PBLIC-TRANSPRT,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10638,LTE,3673CA,U_S_3673CA_OBR-ORABI-SQR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10823,LTE,0146CA,U_S_0146CA_PALESTINE,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10189,LTE,0510CA,U_Z_0510CA_GHAZAWI,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10516,LTE,3389CA,U_S_3389CA_KHATAB-SHAMS,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10517,LTE,0047CA,U_N_0047CA_MISR-GEDIDA,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Bronze
10110,LTE,0404CA,U_N_0404CA_SEMEAKAH,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Silver
10568,LTE,0333CA,U_S_0333CA_TOUMANE-BAY,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
11091,LTE,1224CA,U_S_1224CA_I-SHERATN-BLDG,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10112,LTE,0374CA,U_S_0374CA_BADAWI,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Golden
11089,LTE,1017CA,U_Y_1017CA_I-SHERATON-HEL,Huawei,Y,Normal,Main Power,Cairo East,Nasr City,Bronze
10518,LTE,0417CA,U_N_0417CA_EISHRINE,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10111,LTE,0505CA,U_S_0505CA_MOSTAGIR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10113,LTE,0099CA,U_N_0099CA_HEL-T4,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10120,LTE,0199CA,U_N_0199CA_MONTAZAH-CA,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Bronze
10613,LTE,3139CA,U_S_3139CA_IBN-HAKAM-SQR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10102,LTE,0251CA,U_S_0251CA_NEW-NASR1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10101,LTE,0442CA,U_S_0442CA_MSKN,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10099,LTE,0436CA,U_N_0436CA_HAI-SEFARAT,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Bronze
10451,LTE,1595CA,U_S_1595CA_I-IKEA,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
11051,LTE,3646CA,U_V_3646CA_OLYMPIC-CTY,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10073,LTE,3082CA,U_V_3082CA_NASR-DAIRRI,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10319,LTE,3885CA,U_S_3885CA_NC-CA-FSTVAL3,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10476,LTE,1558CA,U_S_1558CA_I-CA-FSTVL-CTY-NB1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10325,LTE,0630CA,U_Y_0630CA_NEW-CAIRO-CIC,Huawei,Y,Normal,Main Power,Cairo East,Nasr City,Bronze
10103,LTE,0664CA,U_G_0664CA_NEW-NASR5,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10188,LTE,0674CA,U_V_0674CA_MASAKEN-SHRATN,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10196,LTE,3758CA,U_V_3758CA_NC-CA-FSTVAL,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10366,LTE,0253CA,U_S_0253CA_NEW-NASR3,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10372,LTE,0408CA,U_N_0408CA_ASHER,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10072,LTE,0144CA,U_S_0144CA_DINARI,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10105,LTE,0387CA,U_V_0387CA_FREE-ZONE-CA,Huawei,V,VIP,Main Power,Cairo East,Nasr City,Silver
10076,LTE,0593CA,U_S_0593CA_NEW-NASR4,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10071,LTE,3063CA,U_A_3063CA_ZAKER-HUSSEIN,Huawei,A,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10282,LTE,0391CA,U_F_0391CA_LA-POIRE,Huawei,F,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10291,LTE,0811CA,U_S_0811CA_REHAB-CLB-PARK,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10218,LTE,0621CA,U_N_0621CA_REHAB-CLUB,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10680,LTE,0904CA,U_S_0904CA_BANAFSEG-BLDS,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10745,LTE,0902CA,U_G_0902CA_NEW-CA-BNAFSEG,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10560,LTE,3511CA,U_G_3511CA_NEW-CA-STELLA,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10317,LTE,3780CA,U_S_3780CA_NC-ZOHOR-LND,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10776,LTE,3609CA,U_S_3609CA_NC-SAHFYEN-CTY,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10333,LTE,3461CA,U_S_3461CA_NEW-CA-CENTRAL,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10774,LTE,3569CA,U_S_3569CA_BANFSG-BLDS2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10318,LTE,3835CA,U_S_3835CA_NC-ZOHOR-LND2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10331,LTE,3490CA,U_S_3490CA_NEW-CA-YASMIN3,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10334,LTE,0905CA,U_S_0905CA_PETROSPORT-CLB,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Golden
10292,LTE,3489CA,U_G_3489CA_REHAB-ORABI-SQ,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10302,LTE,0479CA,U_S_0479CA_REHAB-TOWN,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10748,LTE,0907CA,U_G_0907CA_GOLDEN-HEIGHTS,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10298,LTE,3488CA,U_S_3488CA_NW-CA-BANAFSG3,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10452,LTE,1360CA,U_S_1360CA_I-DUSIT-LKVIEW,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10201,LTE,3460CA,U_S_3460CA_LAKE-VIEW1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10323,LTE,3723CA,U_S_3723CA_NC-DST1-STH,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10308,LTE,0613CA,U_F_0613CA_NEW-CAIRO2,Huawei,F,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10324,LTE,0478CA,U_W_0478CA_NEW-CAIRO,Huawei,W,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10742,LTE,0898CA,U_S_0898CA_NEW-CA-YASMIN,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10445,LTE,2384CA,U_S_2384CA_M-MBNIL-DWNTWN,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10321,LTE,0467CA,U_Z_0467CA_FAROUK,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10561,LTE,0893CA,U_G_0893CA_KATAMYA-EJECO,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10198,LTE,0449CA,U_S_0449CA_KATAMIA-ENT,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10322,LTE,3706CA,U_G_3706CA_KTAMYA-EJECO2,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10503,LTE,0451CA,U_N_0451CA_KATAMIA-STH,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10193,LTE,0678CA,U_S_0678CA_NEW-CA-GLF-WST,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10330,LTE,0895CA,U_G_0895CA_NARGES-BLDS,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10307,LTE,0894CA,U_N_0894CA_NEW-CAIRO5,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
10313,LTE,3640CA,U_S_3640CA_NEW-CA-90ST,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10310,LTE,3322CA,U_Z_3322CA_NEW-CAIRO-6,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10195,LTE,3457CA,U_S_3457CA_CITI-BANK,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10194,LTE,3486CA,U_S_3486CA_NEW-CA-3RD-DST,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10504,LTE,3462CA,U_G_3462CA_MOUNTAIN-VIEW,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10756,LTE,3085CA,U_G_3085CA_AUC-WATER-TANK,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10200,LTE,3286CA,U_S_3286CA_AUC-NEW-CAIRO-2,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10501,LTE,0677CA,U_G_0677CA_NEW-CA-ZEZNIA,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Golden
10764,LTE,3334CA,U_S_3334CA_KATAMEYA-DUNES,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10775,LTE,3606CA,U_S_3606CA_NC-PALMHILLS,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Silver
10771,LTE,3491CA,U_G_3491CA_LEENA-SPRINGS,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Silver
10299,LTE,3654CA,U_G_3654CA_REHAB-STAGE-8,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10329,LTE,3285CA,U_S_3285CA_AUC-NEW-CAIRO-1,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10199,LTE,3287CA,U_S_3287CA_AUC-NEW-CAIRO-3,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10614,LTE,0566DE,U_G_0566DE_OBR-SHABAB1,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10526,LTE,3568CA,U_G_3568CA_OBOUR-DST5-3-2,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10698,LTE,0161DE,U_S_0161DE_QL-OBR-EST,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10527,LTE,0570DE,U_S_0570DE_OBRDST1-NBOUR1,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10528,LTE,0158DE,U_A_0158DE_QL-OBR-STH,Huawei,A,VIP & NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10635,LTE,3063DE,U_S_3063DE_CAREFOUR-OBOUR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10529,LTE,3682CA,U_G_3682CA_OBOUR-IND4,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10634,LTE,0564DE,U_A_0564DE_OBOUR-MIU,Huawei,A,VIP & NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10637,LTE,3229DE,U_G_3229DE_OBOUR-GOLF-WST,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10530,LTE,0478DE,U_S_0478DE_OBR-IND2,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10531,LTE,0569DE,U_N_0569DE_OBRDST1-NBOUR6,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10615,LTE,0571DE,U_M_0571DE_OBRDST1-NBOUR8,Huawei,M,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10533,LTE,0511DE,U_N_0511DE_OBR-PLAZA,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10532,LTE,3711CA,U_G_3711CA_AHMED-ORABI5,Huawei,G,Normal,Main Power,Cairo East,Nasr City,Bronze
10636,LTE,0565DE,U_W_0565DE_OBR-CNT-SCH,Huawei,W,VIP & NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10629,LTE,0398CA,U_S_0398CA_NOZHA-GEDIDA,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Golden
10534,LTE,3383DE,U_G_3383DE_OBOUR-DST9-STH,Huawei,G,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
11164,LTE,1582CA,U_S_1582CA_I-LAZOURDI,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10897,LTE,1471CA,U_S_1471CA_I-APT-SESNL,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10278,LTE,0400CA,U_M_0400CA_MS-REHLA,Huawei,M,Normal,Main Power,Cairo East,Nasr City,Silver
10190,LTE,0802CA,U_Z_0802CA_RAHMAN-ST,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10510,LTE,3496CA,U_S_3496CA_NEW-NOZHA-CTR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10186,LTE,3493CA,U_Y_3493CA_RADDISON-BLU-NB1,Huawei,Y,Normal,Main Power,Cairo East,Nasr City,Silver
10187,LTE,0397CA,U_F_0397CA_NEW-SHERATON,Huawei,F,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10185,LTE,0402CA,U_S_0402CA_SAKR-KORAISH,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10106,LTE,0445CA,U_S_0445CA_SHAHID,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10119,LTE,0198CA,U_N_0198CA_SHEIK-ALI,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Bronze
10117,LTE,0056CA,U_N_0056CA_NOZHA2,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10114,LTE,0752CA,U_S_0752CA_HELIOPOLIS-SQR,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10118,LTE,0507CA,U_S_0507CA_RAFEE,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10511,LTE,0524CA,U_S_0524CA_ZEYAD,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Silver
10683,LTE,0635CA,U_S_0635CA_IBRHIM-ABDRAZK,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10107,LTE,0039CA,U_S_0039CA_MAHKAMA,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10108,LTE,0393CA,U_N_0393CA_MANSHYT-TAHRIR,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Golden
10116,LTE,0755CA,U_S_0755CA_MOHAMED-REFAAT,Huawei,S,Normal,Main Power,Cairo East,Gisr El Suez,Bronze
10115,LTE,0120CA,U_V_0120CA_FARID,Huawei,V,VIP,Main Power,Cairo East,Gisr El Suez,Bronze
10109,LTE,0634CA,U_N_0634CA_HEGAZ-SQR,Huawei,N,NODAL,Main Power,Cairo East,Gisr El Suez,Bronze
10718,LTE,0464CA,U_Z_0464CA_IBN-ROUSHD,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Silver
10478,LTE,1118CA,U_Z_1118CA_I-MARIOT-MRAGE-indoor,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Golden
10898,LTE,1514CA,U_S_1514CA_I-NC-RENAISNCE,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10290,LTE,0166CA,U_W_0166CA_HW33-2,Huawei,W,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10733,LTE,0672CA,U_A_0672CA_NEW-CAIRO-RES1,Huawei,A,VIP & NODAL,Main Power,Cairo East,Nasr City,Golden
10736,LTE,0852CA,U_Z_0852CA_DAARI-MARRIOUT,Huawei,Z,VIP,Main Power,Cairo East,Nasr City,Golden
10950,LTE,1529CA,U_S_1529CA_I-NAFTOGAS,Huawei,S,Normal,Main Power,Cairo East,Nasr City,Bronze
10202,LTE,0450CA,U_N_0450CA_KATAMIA-NOURTH,Huawei,N,NODAL,Main Power,Cairo East,Nasr City,Golden
