SiteCode,TPG,Power Fees,Area,Host,Vfcode,Sharing Status,PowerSource,Year Target,CG Date,ON-AIR,Counting date
3793CA,RT,RT,CA,ET,CAI0400,ET ON AIR,ET Commercial,2015,30-Oct-14,9-Feb-15,1-Dec-14
0470RE,RT,RT,RE,ET,6303,ET ON AIR,ET Commercial,2014,25-Sep-14,21-Dec-14,1-Oct-14
3691CA,RT,RT,CA,ET,CAI0745,ET ON AIR,Owner Power,2014,13-Apr-14,30-Nov-14,1-May-14
4003CA,RT,RT,CA,ET,CAI0756,ET ON AIR,ET Commercial,2014,10-Aug-14,22-Oct-14,1-Sep-14
3504CA,RT,RT,CA,ET,CAI1039,ET ON AIR,Owner Power,2014,1-Jun-14,26-Aug-14,1-Jul-14
0386CA,RT,RT,CA,ET,CAI1300,ET ON AIR,ET Commercial,2015,6-Jul-14,30-Apr-15,1-Aug-14
3943CA,RT,RT,CA,ET,CAI1467,ET ON AIR,ET Commercial,2014,19-May-14,31-Oct-14,1-Jun-14
3100CA,RT,RT,CA,ET,CAI1502,ET ON AIR,Owner Power,2014,4-May-14,31-Dec-14,1-Jun-14
4011CA,RT,RT,CA,ET,CAI1571,ET ON AIR,ET Commercial,2014,22-Jun-14,15-Oct-14,1-Jul-14
0342SI,RT,RT,SI,ET,6220,ET ON AIR,ET Commercial,2015,1-Dec-14,9-Mar-15,1-Jan-15
0555SI,GF,GF,SI,ET,6246,ET ON AIR,Owner Power,2015,5-Apr-15,12-Jul-15,1-May-15
4043CA,RT,GF,CA,ET,CAI1740,ET ON AIR,MN 50KVA,2015,1-Apr-14,30-Sep-15,1-May-14
4012CA,RT,RT,CA,ET,CAI1971,ET ON AIR,ET Commercial,2014,17-Aug-14,16-Dec-14,1-Sep-14
3404CA,RT,RT,CA,ET,CAI2057,ET ON AIR,ET Commercial,2014,13-Jul-14,24-Nov-14,1-Aug-14
 3838CA,RT,RT,CA,ET,CAI0462,ET ON AIR,Owner Power,2014,25-Sep-14,18-Nov-14,1-Nov-14
3999CA,RT,RT,CA,ET,CAI0731,ET ON AIR,ET Commercial,2015,9-Jun-15,28-Oct-15,1-Jul-15
3754CA,GF,GF,CA,ET,CAI1478,ET ON AIR,MN 27KVA,2015,10-Mar-15,14-Sep-15,1-Apr-15
3965CA,RT,RT,CA,ET,CAI0155,ET ON AIR,ET Commercial,2015,1-Feb-15,17-May-15,1-Mar-15
4025CA,RT,RT,CA,ET,CAI1704,ET ON AIR,Owner Power,2014,4-Sep-14,30-Nov-14,1-Oct-14
4005CA,RT,RT,CA,ET,CAI1910,ET ON AIR,ET Commercial,2014,4-Sep-14,29-Dec-14,1-Oct-14
4010CA,RT,RT,CA,ET,CAI0758,ET ON AIR,ET Commercial,2015,30-Sep-15,30-Dec-15,1-Nov-15
4026CA,RT,RT,CA,ET,CAI2146,ET ON AIR,ET Commercial,2014,10-Aug-14,17-Dec-14,1-Sep-14
3975CA,RT,RT,CA,ET,CAI2007,ET ON AIR,ET Commercial,2014,23-Oct-14,31-Dec-14,1-Nov-14
3995CA,RT,RT,CA,ET,CAI0619,ET ON AIR,ET Commercial,2015,23-Oct-14,28-Feb-15,1-Nov-14
4027CA,RT,RT,CA,ET,CAI2164,ET ON AIR,ET Commercial,2015,24-Aug-14,22-Jan-15,1-Sep-14
3096DE,GF,GF,CA,ET,CAI1021,ET ON AIR,MN 27KVA,2015,16-Oct-14,18-Mar-15,1-Nov-14
3945CA,RT,RT,CA,ET,CAI2193,ET ON AIR,ET Commercial,2014,17-Aug-14,23-Nov-14,1-Sep-14
0785CA,RT,RT,CA,ET,CAI2211,ET ON AIR,ET Commercial,2015,6-Jul-14,18-Feb-15,1-Aug-14
4032UP,RT,RT,CA,ET,CAI2253,ET ON AIR,Owner Power,2014,13-Jul-14,30-Sep-14,1-Aug-14
0236AL,RT,RT,AL,ET,3493,ET ON AIR,Orange Power,2016,27-Oct-16,31-Dec-16,1-Dec-16
4000CA,RT,RT,CA,ET,CAI2318,ET ON AIR,ET Commercial,2014,19-May-14,18-Aug-14,1-Jun-14
3298CA,RT,RT,CA,ET,CAI2476,ET ON AIR,ET Commercial,2014,19-May-14,31-Jul-14,1-Jun-14
3967CA,RT,RT,CA,ET,CAI0371,ET ON AIR,,2016,10-Mar-15,16-Feb-16,1-Apr-15
4016UP,RT,RT,UP,ET,2472,ET ON AIR,ET Commercial,2016,3-Nov-16,31-Dec-16,1-Dec-16
3944CA,RT,RT,CA,ET,CAI2185,ET ON AIR,Owner Power,2016,19-May-15,28-Jul-16,1-Jun-15
0422AL,GF,GF,AL,ET,3907,ET ON AIR,ET Generator,2016,10-Feb-16,3-Nov-16,1-Mar-16
3989CA,RT,RT,CA,ET,CAI2434,ET ON AIR,ET Commercial,2014,4-Sep-14,20-Nov-14,1-Oct-14
3994CA,RT,RT,CA,ET,CAI0593,ET ON AIR,Owner Power,2015,17-May-15,31-Oct-15,1-Jun-15
3040CA,RT,RT,CA,ET,CAI2601,ET ON AIR,ET Commercial,2014,24-Aug-14,22-Oct-14,1-Sep-14
4263DE,GF,GF,DE,ET,CAI1538,ET ON AIR,MN 27KVA,2015,14-Dec-14,12-Mar-15,1-Jan-15
3976CA,RT,RT,CA,ET,CAI1444,ET ON AIR,Owner Power,2015,16-Oct-14,31-Jan-15,1-Nov-14
4028CA,RT,RT,CA,ET,CAI2638,ET ON AIR,ET Commercial,2015,24-Aug-14,28-Dec-15,1-Sep-14
3986CA,RT,RT,CA,ET,CAI2277,ET ON AIR,ET Commercial,2015,17-Jun-15,30-Sep-15,1-Jul-15
4034CA,RT,RT,CA,ET,CAI2300,ET ON AIR,ET Commercial,2015,30-Oct-14,31-Jan-15,1-Dec-14
3991CA,RT,RT,CA,ET,CAI2616,ET ON AIR,ET Commercial,2014,25-Sep-14,11-Dec-14,1-Nov-14
3932CA,RT,RT,CA,ET,CAI2654,ET ON AIR,ET Commercial,2014,27-Mar-14,30-May-14,1-May-14
4147UP,GF,GF,Al,VF,2265,VF ON AIR,MN 27KVA,2016,12-Oct-15,6-Aug-16,1-Nov-15
0968AL,GF,GF,NC,VF,2308,VF ON AIR,MN Generator ,2016,4-Apr-16,19-Jul-16,1-May-16
4046CA,RT,RT,GZ,VF,678,VF ON AIR,VF Commercial,2015,31-Aug-15,30-Nov-15,1-Oct-15
4047CA,RT,RT,GZ,VF,1608,VF ON AIR,VF Commercial,2015,11-Nov-15,31-Dec-15,1-Dec-15
4333DE,RT,RT,DE,VF,4003,VF ON AIR,VF Commercial,2016,31-Oct-15,16-Aug-16,1-Dec-15
0639AL,GF,GF,NC,VF,2337,VF ON AIR,VF generator,2016,10-Jun-15,5-Apr-16,1-Jul-15
4029CA,RT,RT,CA,ET,CAI2760,ET ON AIR,ET Commercial,2015,28-Jun-14,18-Nov-15,1-Aug-14
4015CA,RT,RT,CA,ET,CAI2792,ET ON AIR,ET commercial 31-8,2016,15-Feb-15,9-Feb-16,1-Mar-15
4201CA,RT,RT,CA,ET,CAI2029,ET ON AIR,ET Commercial,2015,7-Dec-14,1-Jan-15,1-Jan-15
3605DE,GF,GF,DE,ET,4412,ET on AIR,OR generator,2016,30-Sep-15,11-Oct-16,1-Nov-15
4054CA,RT,RT,CA,ET,CAI0491,ET ON AIR,ET Commercial,2015,23-Oct-14,10-Feb-15,1-Nov-14
4057CA,RT,RT,CA,VF,770,VF ON AIR,VF Commercial,2014,30-Oct-14,22-Dec-14,1-Nov-14
4016CA,RT,RT,CA,ET,CAI2813,ET ON AIR,ET Commercial,2014,22-Jun-14,21-Dec-14,1-Jul-14
3747CA,RT,RT,CA,VF,K4109,VF ON AIR,VF Commercial,2014,10-Aug-14,10-Dec-14,1-Sep-14
3988CA,RT,RT,CA,ET,CAI2347,ET ON AIR,ET Commercial,2014,22-Sep-14,6-Dec-14,1-Oct-14
3417CA,RT,RT,CA,ET,CAI2103,ET ON AIR,ET Commercial,2015,10-Dec-14,19-May-15,1-Jan-15
0768CA,RT,RT,CA,ET,CAI1059,ET ON AIR,ET Commercial,2015,23-Mar-15,18-Aug-15,1-Jan-15
3422CA,RT,RT,CA,ET,CAI2981,ET ON AIR,ET Commercial,2014,4-May-14,31-Jul-14,1-Jun-14
4297DE,RT,RT,DE,VF,4141,VF ON AIR,VF Commercial,2016,10-May-15,8-May-16,1-Jun-15
3264CA,RT,RT,GZ,ET,CAI0531,ET ON AIR,ET Commercial,2015,2-Oct-14,26-Mar-15,1-Nov-14
4099CA,RT,RT,CA,ET,CAI1582,ET ON AIR,Owner Power,2015,17-May-15,22-Jul-15,1-Jun-15
0425CA,RT,RT,CA,VF,K5710,VF ON AIR,Owner Power,2014,13-Nov-14,22-Dec-14,1-Dec-14
3092DE,RT,RT,DE,VF,5527,VF ON AIR,VF Commercial,2015,23-Feb-15,2-Jun-15,1-Mar-15
4098DE,RT,RT,DE,VF,D3142,VF ON AIR,VF Commercial,2015,23-Feb-15,30-Nov-15,1-Mar-15
4171CA,RT,RT,CA,VF,324,VF ON AIR,VF Commercial,2015,23-Mar-15,18-Aug-15,1-Apr-15
3517CA,RT,RT,CA,ET,CAI1600,ET ON AIR,ET Commercial,2015,23-Mar-15,31-Oct-15,1-Apr-16
4001CA,RT,RT,CA,ET,CAI2715,ET ON AIR,ET Commercial,2014,2-Oct-14,24-Dec-14,1-Nov-14
4083UP,RT,RT,UP,ET,5099,ET ON AIR,ET Commercial,2016,10-May-16,24-Oct-16,1-Jun-16
4099UP,RT,RT,UP,ET,5081,ET ON AIR,ET Commercial,2015,30-Apr-15,29-Jul-15,1-Jun-15
4093UP,RT,RT,UP,ET,5632,ET ON AIR,ET Commercial,2016,10-May-16,9-Oct-16,1-Jun-16
4187UP,GF,GF,UP,ET,5669,ET ON AIR,ET Commercial,2016,24-May-16,29-Aug-16,1-Jun-16
3985DE,GF,GF,DE,VF,4715,VF ON AIR,VF Commercial,2016,12-Oct-15,13-Mar-16,1-Nov-15
4073UP,RT,RT,UP,VF,U4413,VF ON AIR,VF Commercial,2015,24-Feb-15,30-Jun-15,1-Mar-15
4090UP,RT,RT,UP,VF,3449,VF ON AIR,VF Commercial,2015,3-Nov-14,8-Feb-15,1-Dec-14
4094UP,RT,RT,UP,VF,U4406,VF ON AIR,VF Commercial,2014,16-Nov-14,23-Dec-14,1-Dec-14
4095UP,RT,RT,UP,VF,U4893,VF ON AIR,VF Commercial,2014,13-Nov-14,31-Dec-14,1-Dec-14
4138UP,RT,RT,UP,VF,6468,VF ON AIR,VF Commercial,2015,10-Aug-15,31-Oct-15,1-Sep-15
4136UP,RT,RT,UP,VF,3319,VF ON AIR,VF Commercial,2015,10-Aug-15,23-Nov-15,1-Sep-15
4139UP,RT,RT,UP,VF,3246,VF ON AIR,VF Commercial,2015,10-Aug-15,20-Dec-15,1-Sep-15
0491RE,RT,RT,RE,VF,4152,VF ON AIR,VF Commercial,2016,13-Sep-15,18-Jan-16,1-Oct-15
0497RE,RT,RT,RE,VF,R2592,VF ON AIR,VF Commercial,2015,7-Sep-15,31-Oct-15,1-Oct-15
0498RE,RT,RT,RE,VF,R2565,VF ON AIR,VF Commercial,2015,5-Aug-15,30-Dec-15,1-Sep-15
3009AL,GF,GF,NC,VF,4470,VF ON AIR,MN Generator ,2016,17-Feb-16,20-Jul-16,1-Mar-16
0115DE,RT,RT,DE,VF,5669,VF ON AIR,VF Commercial,2016,21-Jul-15,7-Apr-16,1-Aug-15
4319DE,GF,GF,DE,VF,4921,VF ON AIR,VF EC +VF GEN,2015,16-Nov-14,29-Apr-15,1-Jan-14
4166UP,RT,RT,UP,ET,5779,ET on AIR,ET commercial,2016,13-Apr-16,31-Aug-16,1-May-15
3982CA,RT,RT,CA,ET,CAI2877,ET ON AIR,ET Commercial,2015,25-Sep-14,18-Jan-15,1-Oct-14
3980CA,RT,RT,CA,ET,CAI2796,ET ON AIR,ET Commercial,2014,16-Nov-14,31-Dec-14,1-Dec-14
3981CA,RT,RT,CA,ET,CAI0143,ET ON AIR,Owner Power,2014,4-Sep-14,30-Dec-14,1-Oct-14
3207UP,GF,GF,UP,ET,1107,ET ON AIR,ET Commercial,2015,3-Dec-14,30-Mar-15,1-Jan-15
4292DE,GF,GF,DE,VF,4637,VF ON AIR,VF Commercial,2015,14-Dec-14,30-Mar-15,1-Jan-15
4178CA,RT,RT,GZ,VF,K4110,VF ON AIR,VF Commercial,2015,22-Feb-15,30-Apr-15,1-Mar-15
3160DE,RT,RT,DE,ET,CAI0709,ET ON AIR,ET Commercial,2016,21-Oct-15,5-Aug-16,1-Nov-15
3227DE,RT,RT,DE,ET,CAI1385,ET ON AIR,ET Commercial,2016,30-Sep-15,19-Jul-16,1-Nov-15
4061UP,RT,RT,GZ,ET,CAI3512,ET ON AIR,ET Commercial,2015,16-Nov-14,19-Feb-15,1-Dec-14
0894DE,GF,GF,DE,ET,CAI1181,ET ON AIR,ET Commercial,2015,10-Feb-15,3-Mar-15,1-Mar-15
4081DE,GF,GF,DE,VF,5993,VF ON AIR,MN 27KVA,2014,18-Nov-14,21-Dec-14,1-Dec-14
3673DE,RT,RT,DE,VF,6315,VF ON AIR,VF Commercial,2015,16-Nov-14,22-Oct-15,1-Dec-14
4299DE,RT,RT,DE,VF,5693,VF ON AIR,VF Commercial,2015,1-Feb-15,26-May-15,1-Mar-15
0900DE,RT,RT,DE,VF,4773,VF ON AIR,VF Commercial,2015,23-Feb-15,31-Jul-15,1-Mar-15
4178UP,RT,RT,UP,ET,5207,ET on AIR,ET Commercial,2016,6-Apr-16,4-Dec-16,1-May-15
3905CA,RT,RT,GZ,ET,CAI2033,ET ON AIR,Owner Power,2015,5-Mar-15,15-Sep-15,1-Apr-15
3101DE,RT,RT,DE,VF,4610,VF oN AIR,VF Commercial,2016,13-Jan-16,1-Sep-16,1-Feb-16
3765CA,RT,RT,GZ,ET,CAI0279,ET ON AIR,ET Commercial,2015,9-Jun-15,30-Nov-15,1-Jul-15
4274DE,RT,RT,DE,ET,CAI0158,ET ON AIR,ET Commercial,2016,29-Sep-15,4-Aug-16,1-Nov-15
0647CA,GF,GF,CA,VF,405,VF ON AIR,MN Commercial,2015,3-Feb-15,26-May-15,1-Mar-15
4103DE,RT,RT,DE,VF,4655,VF ON AIR,VF Commercial,2016,21-Oct-15,31-Aug-16,1-Nov-15
4039UP,RT,RT,OCT,VF,K2056,VF ON AIR,VF Commercial,2016,20-Dec-15,6-Mar-16,1-Jan-16
4307DE,RT,RT,DE,ET,4206,ET ON AIR,ET Commercial,2015,30-Apr-15,30-Nov-15,1-Jun-16
4197CA,RT,RT,CA,ET,CAI2843,ET ON AIR,ET Commercial,2015,5-Aug-15,25-Nov-15,1-Sep-15
4190CA,RT,RT,CA,ET,CAI1416,ET ON AIR,ET Commercial,2015,17-May-15,31-Jul-15,1-Jun-15
4196CA,GF,GF,Obr,VF,K3222,VF ON AIR,VF Commercial,2016,27-Oct-15,10-Jan-16,1-Dec-15
4020UP,GF,GF,UP,VF,U3724,VF ON AIR,VF Generator,2015,28-May-15,26-Oct-15,1-Jul-15
4021UP,GF,GF,UP,VF,U3725,VF ON AIR,MN 27KVA,2015,28-May-15,28-Dec-15,1-Jul-15
4022UP,GF,GF,UP,VF,U3726,VF ON AIR,VF Generator,2015,28-May-15,30-Nov-15,1-Jul-15
4023UP,GF,GF,UP,VF,U3727,VF ON AIR,VF Generator,2015,28-May-15,30-Nov-15,1-Jul-15
4024UP,GF,GF,UP,VF,U3728,VF ON AIR,VF Generator,2015,28-May-15,30-Nov-15,1-Jul-15
3557DE,GF,GF,DE,VF,5553,VF ON AIR,MN 27 KVA,2016,27-Aug-15,14-Sep-16,1-Oct-15
3011CA,RT,RT,CA,ET,CAI0771,ET ON AIR,ET Commercial,2015,17-Jun-15,31-Oct-15,1-Jul-15
3928UP,RT,RT,UP,ET,5322,ET ON AIR,ET Commercial,2016,9-Apr-16,31-Dec-16,1-May-15
4082CA,RT,RT,CA,VF,1853,VF ON AIR,VF Commercial,2015,5-May-15,30-Aug-15,1-Jun-15
3511UP,RT,RT,UP,ET,5887,ET on AIR,ET Commercial,2016,25-Nov-15,31-Dec-16,1-Jan-16
4231CA,RT,RT,CA,ET,CAI2358,ET ON AIR,MN 50KVA,2015,19-May-15,28-Oct-15,1-Jun-15
0797AL,GF,GF,NC,VF,2850,VF ON AIR,VF Commercial,2015,8-Mar-15,28-Jun-15,1-Apr-15
0664AL,GF,GF,NC,VF,2863,VF ON AIR,VF Commercial,2015,18-Feb-15,29-Apr-15,1-Mar-15
4098CA,RT,RT,CA,VF,K3354,VF ON AIR,VF Commercial,2016,31-Oct-15,7-Apr-16,1-Dec-15
4118CA,RT,RT,CA,ET,CAI2624,ET ON AIR,ET Commercial,2015,7-May-15,21-Oct-15,1-Jun-15
0694CA,RT,RT,CA,VF,K2049,VF ON AIR,Owner Power,2015,15-Mar-15,24-Jun-15,1-Apr-15
0926AL,GF,GF,AL,VF,4261,VF ON AIR,VF Commercial,2016,15-Jul-15,25-Feb-16,1-Aug-15
3631DE,GF,GF,DE,VF,5624,VF ON AIR,MN Generator,2016,13-Jan-16,25-Sep-16,1-Feb-16
0759AL,RT,RT,AL,VF,A6389,VF ON AIR,Owner Power,2015,27-Apr-15,30-Nov-15,1-Jun-15
4145UP,RT,RT,GZ,ET,CAI1808,ET ON AIR,MN 27 KVA,2015,19-May-15,30-Sep-15,1-Jun-15
4192CA,GF,GF,CA,ET,CAI0975,ET ON AIR,ET Genertator,2015,9-Jun-15,20-Sep-15,1-Jul-15
0563SI,RT,RT,SI,ET,6215,ET ON AIR,ET Genertator,2016,29-May-16,31-Dec-16,1-Jul-16
3931CA,RT,RT,CA,ET,CAI2316,ET ON AIR,ET Commercial,2015,16-Jul-15,12-Nov-15,1-Aug-15
4166CA,RT,RT,CA,VF,305,VF ON AIR,VF Commercial,2015,14-Sep-15,31-Dec-15,1-Oct-15
3958CA,RT,RT,CA,ET,CAI0024,ET on AIR,ET commercial,2016,18-Aug-16,13-Dec-16,1-Sep-16
4013CA,RT,RT,CA,ET,CAI2541,ET ON AIR,ET Commercial,2016,30-Apr-15,29-Jun-16,1-Jun-16
0776AL,GF,GF,AL,VF,A6530,VF ON AIR,Owner Power,2015,17-Mar-15,21-Oct-15,1-Apr-15
3506DE,RT,RT,DE,VF,5723,VF ON AIR,VF Commercial,2016,25-Oct-15,8-Sep-16,1-Dec-15
0861DE,RT,RT,DE,VF,5784,VF ON AIR,VF Commercial,2016,31-Oct-15,1-Sep-16,1-Dec-15
3906CA,GF,GF,CA,VF,6177,VF ON AIR,MN 27KVA,2015,17-Aug-15,21-Dec-15,1-Sep-15
4335DE,RT,RT,DE,VF,R2509,VF ON AIR,VF Commercial,2016,1-Jul-15,30-Jan-16,1-Aug-15
4073CA,GF,GF,New Cairo,ET,CAI1026,ET ON AIR,ET Commercial,2016,21-May-15,17-Apr-16,1-Jun-15
0835UP,RT,RT,GZ,ET,CAI0701,ET ON AIR,Owner Power,2015,30-Apr-15,31-Oct-15,1-Jun-16
0638AL,GF,GF,NC,VF,2291,VF ON AIR,VF Generator,2016,12-May-16,25-Jul-16,1-Jun-16
4263CA,RT,RT,CA,ET,CAI3534 ,ET ON AIR,,2016,13-Apr-16,4-Oct-16,1-May-15
4172UP,GF,GF,OCT,VF,6070,VF ON AIR,VF 50KVA,2016,7-Feb-16,18-Apr-16,1-Mar-16
4089CA,RT,RT,CA,VF,6132,VF ON AIR,VF Commercial,2016,31-Oct-15,6-Sep-16,1-Dec-15
0086RE,GF,GF,RE,VF,3521,VF ON AIR,OR Generator ,2016,17-Aug-16,3-Dec-16,1-Sep-16
0509RE,GF,GF,RE,VF,3526,VF ON AIR,VF Commercial,2016,9-Jun-16,30-Oct-16,1-Jul-16
4127CA,RT,RT,CA,VF,6153,VF ON AIR,VF Commercial,2016,23-Feb-16,9-Nov-16,1-Mar-16
4090CA,RT,RT,CA,ET,CAI2820,ET ON AIR,ET Commercial,2015,17-May-15,29-Sep-15,1-Jun-15
3572UP,RT,RT,OCT,VF,6226,VF ON AIR,VF Commercial,2016,1-Oct-15,1-Jun-16,1-Nov-15
4113UP,GF,GF,OCT,VF,6235,VF ON AIR,VF Commercial,2016,21-Sep-15,28-Dec-16,1-Oct-15
4084CA,RT,RT,CA,VF,K3506,VF ON AIR,VF Commercial,2015,21-Oct-15,31-Dec-15,1-Nov-15
3306UP,RT,RT,OCT,VF,6278,VF ON AIR,VF Commercial,2016,20-Dec-15,25-May-16,1-Jan-16
3087DE,GF,GF,DE,ET,4633,ET ON AIR,MN 27 KVA,2015,5-Apr-15,20-Sep-15,1-May-15
4250CA,RT,RT,CA,ET,CAI0162,ET ON AIR,ET Commercial,2015,7-May-15,13-Oct-15,1-Jun-15
4212CA,GF,GF,obr,ET,CAI0357,ET ON AIR,Owner Power,2016,21-Oct-15,25-May-16,1-Nov-15
4163CA,RT,RT,CA,ET,CAI0609,ET ON AIR,ET Commercial,2015,17-Jun-15,30-Nov-15,1-Jul-15
3971CA,RT,RT,CA,ET,CAI1435,ET ON AIR,ET Commercial,2015,17-May-15,30-Sep-15,1-Jun-15
4149CA,RT,RT,CA,ET,CAI2050,ET ON AIR,Owner Power,2015,17-Jun-15,27-Dec-15,1-Jul-15
0480SI,RT,RT,SI,ET,1305,ET ON AIR,ET Commercial,2016,21-Oct-15,2-Mar-16,1-Nov-15
0819DE,GF,GF,DE,ET,4882,ET ON AIR,ET commerial,2016,3-Nov-16,31-Dec-16,1-Dec-16
3666UP,GF,GF,UP,ET,5935,ET ON AIR,ET commercial,2016,28-Oct-15,30-Mar-16,1-Dec-15
0935AL,GF,GF,NC,VF,4101,VF ON AIR,MN 27KVA,2015,22-Jun-15,28-Oct-15,1-Jul-15
0948AL,GF,GF,NC,VF,4267,VF ON AIR,MN 27KVA,2015,25-May-15,31-Aug-15,1-Jun-15
4339DE,GF,GF,DE,ET,3741,ET ON AIR,ET Commercial,2016,10-Nov-15,6-Aug-16,1-Dec-15
4338DE,GF,GF,DE,ET,3759,ET ON AIR,MN 27KVA,2016,7-May-15,7-Apr-16,1-Jun-15
3969CA,RT,RT,CA,ET,CAI0985,ET ON AIR,ET Commercial,2015,21-May-15,17-Nov-15,1-Jun-15
4037UP,RT,RT,OCT,VF,6241,VF ON AIR,VF Commercial,2016,25-May-16,29-Aug-16,1-Jul-16
0500RE,GF,RT,RE,VF,R2866,VF ON AIR,VF Commercial,2016,17-Nov-15,10-Mar-16,1-Dec-15
0870AL,GF,GF,NC,VF,A6405,VF ON AIR,MN 27KVA Gen,2016,16-Feb-16,21-Jun-16,1-Mar-16
0931AL,GF,GF,AL,VF,A6544,VF ON AIR,Owner Power,2016,14-Mar-16,28-Jun-16,1-Apr-16
4213CA,GF,GF,CA,ET,CAI0384,ET ON AIR,Owner Power,2015,5-Mar-15,19-Aug-15,1-Apr-15
7076AL,RT,RT,AL,ET,3333,ET TX Rep ON AIR,TX REPEATER,2015,15-Mar-15,15-Mar-15,15-Mar-15
0950AL,RT,RT,AL,VF,2107,VF ON AIR,Owner Power,2015,9-Apr-15,11-May-15,1-May-15
4376DE,RT,RT,DE,VF,D7424,VF ON AIR,VF Commercial,2015,31-Oct-15,31-Dec-15,1-Dec-15
4377DE,RT,RT,DE,VF,5855,VF ON AIR,VF Commercial,2015,30-Sep-15,31-Dec-15,1-Nov-15
4345DE,GF,GF,DE,ET,3742,ET ON AIR,ET commercial 17-2,2016,17-May-15,9-Jun-16,1-Jun-15
3902UP,RT,RT,UP,ET,2122,ET ON AIR,Owner Power,2015,9-Jun-15,31-Jul-15,1-Jul-15
0832AL,RT,RT,AL,ET,3149,ET ON AIR,,2016,17-May-15,28-Jan-16,1-Jun-15
0937AL,GF,GF,AL,VF,4125,VF ON AIR,VF Commercial,2015,20-Aug-15,30-Nov-15,1-Sep-15
4121UP,GF,GF,UP,ET,1981,ET ON AIR,ET commercial,2016,21-Oct-15,15-Feb-16,1-Nov-15
4353DE,GF,GF,DE,VF,D3711,VF ON AIR,VF commerial,2016,20-Jan-16,1-Aug-16,1-Feb-16
0696CA,RT,RT,CA,ET,CAI0453,ET ON AIR,Owner Power,2016,9-Jun-16,3-Nov-16,1-Jul-16
4364DE,RT,RT,DE,VF,D3993,VF ON AIR,Orange PM,2016,26-Jan-16,17-Nov-16,1-Mar-16
0562SI,GF,GF,SI,ET,6351,ET ON AIR,ET Commercial,2016,3-Dec-15,1-Sep-16,1-Jan-16
4049CA,RT,RT,GZ,VF,K2013,VF ON AIR,VF Commercial,2016,30-Nov-15,4-May-16,1-Jan-16
4074CA,RT,RT,CA,ET,CAI0747,ET ON AIR,power owner,2016,9-Jun-16,15-Nov-16,1-Jul-16
0959AL,GF,GF,AL,VF,4415,VF ON AIR,MN 27KVA,2015,19-Aug-15,31-Dec-15,1-Sep-15
4033CA,RT,RT,CA,ET,CAI1297,ET ON AIR,Owner Power,2016,9-Mar-16,10-Oct-16,1-Apr-16
4187DE,RT,RT,DE,VF,D7340,VF ON AIR,owner power,2016,3-Oct-16,31-Dec-16,1-Nov-16
4061CA,RT,RT,New Cairo,VF,K2095,VF ON AIR,MN Generator ,2016,5-Jan-16,17-Apr-16,1-Feb-16
3763CA,GF,GF,CA,ET,CAI0438,ET ON AIR,ET Generator,2015,1-Sep-15,30-Sep-15,1-Oct-15
4083CA,RT,RT,CA,VF,K2433,VF ON AIR,VF Commercial,2016,2-Mar-16,14-Aug-16,1-Apr-16
3657CA,GF,GF,GZ,VF,K2585,VF ON AIR,VF Commercial,2016,1-Oct-15,14-Aug-16,1-Nov-15
4050UP,RT,RT,CA,VF,K3147,VF ON AIR,VF Commercial,2016,25-Feb-16,7-Sep-16,1-Apr-16
4312CA,GF,GF,GZ,ET,CAI4106,ET ON AIR,ET Generator,2015,30-Sep-15,30-Dec-15,1-Nov-15
0670CA,GF,GF,CA,ET,CAI1759,ET ON AIR,ET Generator ,2016,20-Sep-16,31-Dec-16,1-Oct-16
4095DE,GF,GF,DE,ET,920,ET ON AIR,ET generator,2016,25-Nov-15,27-Sep-16,1-Jan-16
3972CA,RT,RT,CA,VF,K3840,VF ON AIR,VF commercial,2016,14-Mar-16,14-Aug-16,1-Apr-16
4030UP,GF,GF,OCT,VF,J2035 ,VF ON AIR,VF Commercial,2016,21-Jun-16,18-Oct-16,1-Jul-16
0557UP,GF,GF,UP,VF,3144,VF RD ON AIR,VF Commercial,2012,27-Sep-12,18-Dec-12,1-Nov-12
0769CA,RT,RT,GZ,VF,K3950,VF ON AIR,owner power,2016,14-Mar-16,14-Jul-16,1-Apr-16
4237CA,RT,RT,GZ,VF,K4187,VF ON AIR,VF Commercial,2016,8-Nov-15,4-May-16,1-Dec-15
4331CA,RT,RT,CA,VF,K4927,VF oN AIR,VF Commercial,2016,18-Jan-16,24-May-16,1-Feb-16
0889CA,GF,GF,CA,VF,K5398,VF ON AIR,VF generator,2016,30-Jun-15,4-May-16,1-Aug-15
3465DE,GF,GF,DE,ET,1421,ET ON AIR,"MN 27KVA, ET commerial 22-6-2016",2016,25-Nov-15,4-May-16,1-Jan-16
4348CA,RT,RT,CA,ET,CAI2312,ET ON AIR,ET Commercial,2016,23-Oct-16,31-Dec-16,1-Nov-16
0499RE,RT,RT,RE,VF,R2596,VF ON AIR,VF Commercial,2016,7-Apr-16,15-Aug-16,1-May-16
4274CA,RT,RT,CA,VF,K3128,VF ON AIR,VF Commercial,2016,7-Aug-16,22-Dec-16,1-Sep-16
4372CA,GF,GF,CA,ET,CAI1878,ET ON AIR,ET Generator ,2016,27-Sep-16,31-Dec-16,1-Nov-16
0761CA,RT,RT,CA,VF,K3817,VF ON AIR,,2017,25-Aug-16,30-Mar-17,1-Oct-17
